make_model,body_type,Body Color,km,hp,Gearing Type,Extras,price
Audi A3,Station wagon,Black,63700,85,Automatic,Others,17900
Audi A3,Compact,Grey,120121,85,Automatic,Others,17950
Audi A3,Compact,Black,110812,85,Automatic,Others,17900
Audi A3,Station wagon,Silver,27600,85,Automatic,Others,17900
Audi A3,Compact,Grey,90000,85,Automatic,Others,17490
Audi A3,Sedans,Silver,61765,85,Automatic,Sport,17480
Audi A3,Sedans,Black,97000,85,Automatic,Others,17470
Audi A3,Sedans,Silver,99000,85,Automatic,Others,17470
Audi A3,Sedans,Black,72000,85,Automatic,Sport,17450
Audi A3,Sedans,Grey,33000,85,Automatic,Converter,17450
Audi A3,Sedans,Black,80815,85,Automatic,Others,17444
Audi A3,Compact,Black,108435,85,Automatic,Others,17444
Audi A3,Sedans,Black,43250,85,Automatic,Others,17440
Audi A3,Sedans,Silver,100600,85,Automatic,Converter,17410
Audi A3,Sedans,White,80049,85,Automatic,Converter,17400
Audi A3,Sedans,Black,61109,85,Automatic,Others,17389
Audi A3,Sedans,Red,108300,85,Automatic,Others,17300
Audi A3,Sedans,Black,83954,85,Automatic,Others,17440
Audi A3,Sedans,White,161205,85,Automatic,Sport,17380
Audi A3,Sedans,Black,101614,85,Automatic,Converter,17380
Audi A3,Sedans,Black,59000,85,Automatic,Others,17300
Audi A3,Sedans,Grey,68933,85,Automatic,Sport,17900
Audi A3,Sedans,White,35755,85,Automatic,Others,17900
Audi A3,Compact,White,76000,85,Automatic,Others,17900
Audi A3,Sedans,Silver,89325,85,Automatic,Sport,17900
Audi A3,Compact,White,76000,85,Automatic,Others,17900
Audi A3,Sedans,Grey,47812,85,Automatic,Others,17900
Audi A3,Sedans,White,84000,85,Automatic,Others,17900
Audi A3,Compact,Black,94836,85,Automatic,Others,17899
Audi A3,Sedans,White,115137,85,Automatic,Sport,17900
Audi A3,Compact,Black,75201,85,Automatic,Others,17894
Audi A3,Sedans,White,73484,85,Automatic,Sport,17200
Audi A3,Sedans,Silver,94375,85,Automatic,Sport,17895
Audi A3,Sedans,Blue,96217,85,Automatic,Converter,17890
Audi A3,Sedans,White,43689,85,Automatic,Others,17890
Audi A3,Sedans,Black,44000,85,Automatic,Others,17890
Audi A3,Sedans,Black,52213,85,Automatic,Converter,17890
Audi A3,Sedans,Blue,90089,85,Automatic,Others,17890
Audi A3,Sedans,Grey,59147,85,Automatic,Others,17890
Audi A3,Sedans,Black,104146,85,Automatic,Sport,17888
Audi A3,Sedans,Black,97100,85,Automatic,Sport,17880
Audi A3,Station wagon,White,80504,85,Automatic,Sport,17880
Audi A3,Sedans,Silver,62073,85,Automatic,Converter,17880
Audi A3,Sedans,White,122000,85,Automatic,Others,17800
Audi A3,Sedans,White,39000,85,Automatic,Others,17800
Audi A3,Sedans,White,62250,85,Automatic,Others,17800
Audi A3,Station wagon,Grey,123750,85,Automatic,Sport,17790
Audi A3,Sedans,Black,92600,85,Automatic,Sport,17789
Audi A3,Sedans,Grey,86920,85,Automatic,Converter,17740
Audi A3,Sedans,Grey,27155,85,Automatic,Others,17690
Audi A3,Sedans,White,57000,85,Automatic,Others,17600
Audi A3,Sedans,Black,67080,85,Automatic,Others,17640
Audi A3,Sedans,White,53522,85,Automatic,Others,17600
Audi A3,Sedans,Black,86600,85,Automatic,Converter,17580
Audi A3,Sedans,Black,60000,85,Automatic,Others,17550
Audi A3,Station wagon,Grey,31350,85,Automatic,Others,17500
Audi A3,Station wagon,Black,17000,85,Automatic,Others,17500
Audi A3,Station wagon,Silver,45000,85,Automatic,Others,17500
Audi A3,Sedans,White,103282,85,Automatic,Others,17500
Audi A3,Sedans,Black,133000,85,Automatic,Others,17500
Audi A3,Sedans,Grey,48000,85,Automatic,Sport,17500
Audi A3,Sedans,Blue,80000,85,Automatic,Others,17500
Audi A3,Sedans,Grey,53454,85,Automatic,Others,17499
Audi A3,Sedans,White,71900,85,Automatic,Others,17490
Audi A3,Sedans,Red,22978,85,Automatic,Others,17490
Audi A3,Sedans,Red,22978,85,Automatic,Others,17490
Audi A3,Sedans,Grey,27155,85,Automatic,Others,17690
Audi A3,Sedans,Grey,60000,85,Automatic,Converter,17150
Audi A3,Sedans,Silver,89193,85,Automatic,Converter,17000
Audi A3,Sedans,White,99500,85,Automatic,Others,17000
Audi A3,Sedans,Grey,59999,85,Automatic,Sport,17000
Audi A3,Sedans,White,98000,85,Automatic,Others,17000
Audi A3,Sedans,Black,171000,85,Automatic,Sport,17000
Audi A3,Sedans,Silver,69789,85,Automatic,Sport,16999
Audi A3,Sedans,White,60000,85,Automatic,Others,16999
Audi A3,Sedans,Black,136100,85,Automatic,Sport,16999
Audi A3,Station wagon,Grey,60000,85,Automatic,Others,16999
Audi A3,Sedans,Black,65000,85,Automatic,Others,16999
Audi A3,Sedans,Black,65000,85,Automatic,Others,16999
Audi A3,Sedans,Grey,60000,85,Automatic,Converter,16999
Audi A3,Sedans,Silver,115000,85,Automatic,Others,16999
Audi A3,Sedans,Black,92295,85,Automatic,Others,16990
Audi A3,Sedans,White,115000,85,Automatic,Others,16990
Audi A3,Sedans,Black,35000,85,Automatic,Converter,16990
Audi A3,Station wagon,Black,99313,85,Automatic,Sport,16990
Audi A3,Compact,Black,36700,85,Automatic,Converter,16990
Audi A3,Coupe,Silver,29718,85,Automatic,Others,16990
Audi A3,Sedans,Grey,63365,85,Automatic,Sport,16990
Audi A3,Station wagon,Black,75500,85,Automatic,Sport,16980
Audi A3,Station wagon,Black,144000,85,Automatic,Sport,16980
Audi A3,Compact,Black,146503,85,Automatic,Sport,16950
Audi A3,Sedans,Black,100000,85,Automatic,Others,16970
Audi A3,Station wagon,Red,88067,85,Automatic,Sport,16950
Audi A3,Compact,Red,124136,85,Automatic,Others,16900
Audi A3,Sedans,Silver,85100,85,Automatic,Others,16900
Audi A3,Sedans,White,142000,85,Automatic,Others,16900
Audi A3,Sedans,Bronze,80000,85,Automatic,Others,16900
Audi A3,Compact,Grey,105231,85,Automatic,Others,16900
Audi A3,Sedans,White,69054,85,Automatic,Others,16900
Audi A3,Sedans,Silver,73601,85,Automatic,Others,16500
Audi A3,Sedans,Grey,82770,85,Automatic,Others,16500
Audi A3,Sedans,Red,170231,85,Automatic,Sport,16500
Audi A3,Sedans,Silver,19000,85,Automatic,Others,16500
Audi A3,Sedans,Grey,42000,85,Automatic,Others,16500
Audi A3,Sedans,Red,129000,85,Automatic,Others,16499
Audi A3,Sedans,Silver,112000,85,Automatic,Sport,16900
Audi A3,Sedans,White,99000,85,Automatic,Converter,16900
Audi A3,Sedans,Grey,101745,85,Automatic,Others,16900
Audi A3,Compact,Black,35,85,Automatic,Others,16900
Audi A3,Compact,Black,35000,85,Automatic,Others,16895
Audi A3,Sedans,Grey,67405,85,Automatic,Others,16760
Audi A3,Sedans,Silver,63200,85,Automatic,Others,16890
Audi A3,Sedans,Black,30000,85,Automatic,Others,16890
Audi A3,Sedans,Black,78700,85,Automatic,Others,16820
Audi A3,Sedans,Black,77646,85,Automatic,Sport,16780
Audi A3,Sedans,White,61177,85,Automatic,Others,16739
Audi A3,Sedans,Black,55246,85,Automatic,Sport,16730
Audi A3,Sedans,Silver,101307,85,Automatic,Others,16690
Audi A3,Sedans,Black,106656,85,Automatic,Sport,16670
Audi A3,Sedans,White,104544,85,Automatic,Sport,16720
Audi A3,Sedans,Grey,63252,85,Automatic,Others,16490
Audi A3,Sedans,Grey,39999,85,Automatic,Converter,16490
Audi A3,Station wagon,Black,62000,85,Automatic,Others,16480
Audi A3,Sedans,Black,87135,85,Automatic,Converter,16450
Audi A3,Sedans,Black,69467,85,Automatic,Sport,16450
Audi A3,Sedans,White,101103,85,Automatic,Others,16450
Audi A3,Station wagon,Black,120454,85,Automatic,Others,16400
Audi A3,Compact,White,123748,85,Automatic,Sport,16400
Audi A3,Sedans,Black,95300,85,Automatic,Sport,16400
Audi A3,Sedans,Black,41310,85,Automatic,Others,16400
Audi A3,Sedans,Black,135600,85,Automatic,Others,16399
Audi A3,Sedans,Black,138700,85,Automatic,Sport,16380
Audi A3,Sedans,Grey,90000,85,Automatic,Others,16400
Audi A3,Compact,Black,40300,85,Automatic,Others,16350
Audi A3,Compact,Black,40300,85,Automatic,Others,16350
Audi A3,Sedans,White,37459,85,Automatic,Others,16280
Audi A3,Sedans,Black,126192,85,Automatic,Sport,16280
Audi A3,Sedans,Red,76019,85,Automatic,Others,16255
Audi A3,Sedans,Blue,65277,85,Automatic,Others,16250
Audi A3,Sedans,Black,92000,85,Automatic,Others,15500
Audi A3,Sedans,Silver,107560,85,Automatic,Others,15500
Audi A3,Sedans,Grey,99000,85,Automatic,Others,15500
Audi A3,Sedans,Grey,120497,85,Automatic,Others,15490
Audi A3,Compact,Grey,123230,85,Automatic,Others,15490
Audi A3,Station wagon,Black,94300,85,Automatic,Others,15480
Audi A3,Sedans,Grey,134950,85,Automatic,Others,15480
Audi A3,Sedans,Black,59000,85,Automatic,Others,15490
Audi A3,Compact,Black,101000,85,Automatic,Others,15000
Audi A3,Sedans,Black,88302,85,Automatic,Others,16245
Audi A3,Sedans,Black,70962,85,Automatic,Others,16225
Audi A3,Sedans,Red,124950,85,Automatic,Sport,15290
Audi A3,Sedans,White,144572,85,Automatic,Others,15200
Audi A3,Station wagon,Black,72484,85,Automatic,Others,16000
Audi A3,Sedans,Grey,84295,85,Automatic,Others,16210
Audi A3,Sedans,Red,94892,85,Automatic,Others,16210
Audi A3,Sedans,Grey,49999,85,Automatic,Others,15999
Audi A3,Sedans,Black,55365,85,Automatic,Others,15990
Audi A3,Sedans,Silver,74740,85,Automatic,Sport,15990
Audi A3,Sedans,Grey,91236,85,Automatic,Others,16000
Audi A3,Sedans,Silver,51904,85,Automatic,Sport,15985
Audi A3,Sedans,Silver,91861,85,Automatic,Others,15980
Audi A3,Station wagon,Black,87657,85,Automatic,Sport,15980
Audi A3,Sedans,White,95270,85,Automatic,Others,15950
Audi A3,Sedans,Grey,85112,85,Automatic,Others,15940
Audi A3,Sedans,Black,91252,85,Automatic,Sport,15980
Audi A3,Sedans,Black,70142,85,Automatic,Others,15980
Audi A3,Sedans,Black,75100,85,Automatic,Others,15940
Audi A3,Sedans,Blue,119100,85,Automatic,Others,15930
Audi A3,Sedans,Black,39400,85,Automatic,Others,15900
Audi A3,Station wagon,Silver,94000,85,Automatic,Others,15900
Audi A3,Station wagon,White,158500,85,Automatic,Others,15900
Audi A3,Station wagon,Black,114573,85,Automatic,Sport,15900
Audi A3,Sedans,Black,169501,85,Automatic,Sport,15900
Audi A3,Sedans,White,93035,85,Automatic,Others,15900
Audi A3,Sedans,Grey,106400,85,Automatic,Others,15900
Audi A3,Station wagon,Black,95600,85,Automatic,Others,15900
Audi A3,Sedans,Black,117000,85,Automatic,Others,15900
Audi A3,Sedans,White,133900,85,Automatic,Others,15900
Audi A3,Sedans,Red,55000,85,Automatic,Others,15900
Audi A3,Sedans,Black,126100,85,Automatic,Others,15899
Audi A3,Sedans,White,150000,85,Automatic,Converter,15890
Audi A3,Sedans,Grey,106000,85,Automatic,Others,15899
Audi A3,Sedans,Black,79779,85,Automatic,Sport,15880
Audi A3,Station wagon,Silver,88000,85,Automatic,Sport,15700
Audi A3,Sedans,Black,61233,85,Automatic,Others,15800
Audi A3,Sedans,Blue,110190,85,Automatic,Sport,15780
Audi A3,Sedans,Black,52284,85,Automatic,Others,15690
Audi A3,Compact,Black,101000,85,Automatic,Others,15000
Audi A3,Sedans,Black,148818,85,Automatic,Sport,14999
Audi A3,Sedans,Black,115802,85,Automatic,Others,14980
Audi A3,Sedans,Black,121200,85,Automatic,Others,14950
Audi A3,Sedans,Black,127324,85,Automatic,Others,14980
Audi A3,Sedans,Black,119500,85,Automatic,Others,14950
Audi A3,Sedans,Red,108000,85,Automatic,Others,14900
Audi A3,Sedans,Grey,175000,85,Automatic,Sport,14900
Audi A3,Sedans,Black,86141,85,Automatic,Others,14980
Audi A3,Sedans,White,126000,85,Automatic,Sport,14890
Audi A3,Sedans,Black,120000,85,Automatic,Sport,14490
Audi A3,Sedans,White,118366,85,Automatic,Others,14888
Audi A3,Sedans,Black,170000,85,Automatic,Sport,14600
Audi A3,Sedans,Black,160385,85,Automatic,Others,14590
Audi A3,Sedans,White,162553,85,Automatic,Others,14500
Audi A3,Sedans,Grey,69900,85,Automatic,Sport,14500
Audi A3,Compact,Black,144995,85,Automatic,Others,14450
Audi A3,Sedans,Black,174100,85,Automatic,Sport,13990
Audi A3,Compact,Grey,113490,85,Automatic,Others,13950
Audi A3,Compact,Black,118032,85,Automatic,Others,13950
Audi A3,Sedans,Grey,140000,85,Automatic,Converter,13900
Audi A3,Sedans,Grey,140000,85,Automatic,Others,13500
Audi A3,Compact,White,121510,85,Automatic,Others,13950
Audi A3,Sedans,Grey,127335,85,Automatic,Others,13680
Audi A3,Station wagon,Blue,145000,85,Automatic,Others,13500
Audi A3,Sedans,Black,155000,85,Automatic,Others,13500
Audi A3,Sedans,Black,108000,85,Automatic,Others,13500
Audi A3,Sedans,Black,141000,85,Automatic,Others,14350
Audi A3,Sedans,Black,163871,85,Automatic,Others,12880
Audi A3,Sedans,White,186000,85,Automatic,Sport,12999
Audi A3,Station wagon,Black,126200,85,Automatic,Others,12995
Audi A3,Sedans,Blue,207000,85,Automatic,Converter,12850
Audi A3,Sedans,Black,132414,85,Automatic,Others,12680
Audi A3,Sedans,Black,119000,85,Automatic,Others,12500
Audi A3,Sedans,Black,126416,85,Automatic,Others,11980
Audi A3,Compact,Red,110396,85,Manual,Others,13500
Audi A3,Compact,Blue,100832,85,Manual,Others,13500
Audi A3,Sedans,Grey,119529,85,Manual,Others,13500
Audi A3,Compact,Red,110396,85,Manual,Others,13500
Audi A3,Compact,Blue,100832,85,Manual,Others,13500
Audi A3,Station wagon,Silver,179000,85,Manual,Others,12990
Audi A3,Sedans,Black,142011,85,Manual,Converter,14890
Audi A3,Sedans,Black,87100,85,Manual,Others,13730
Audi A3,Sedans,Silver,93307,85,Manual,Others,14920
Audi A3,Sedans,Black,119427,85,Manual,Sport,14920
Audi A3,Sedans,Blue,101287,85,Manual,Others,14960
Audi A3,Sedans,Black,170000,85,Manual,Others,12400
Audi A3,Sedans,Blue,291800,85,Manual,Sport,14980
Audi A3,Sedans,Black,160000,85,Manual,Others,15000
Audi A3,Sedans,White,85000,85,Manual,Others,14000
Audi A3,Station wagon,Black,36000,85,Manual,Sport,15000
Audi A3,Station wagon,Black,140229,85,Manual,Sport,14999
Audi A3,Sedans,Black,113000,85,Manual,Sport,14999
Audi A3,Sedans,Black,78000,85,Manual,Others,15500
Audi A3,Sedans,White,19557,85,Manual,Converter,15499
Audi A3,Sedans,Silver,88000,85,Manual,Sport,15500
Audi A3,Sedans,White,90348,85,Manual,Others,15620
Audi A3,Sedans,White,96288,85,Manual,Others,15600
Audi A3,Sedans,White,50700,85,Manual,Converter,15600
Audi A3,Sedans,Black,63900,85,Manual,Others,15600
Audi A3,Sedans,Black,138000,85,Manual,Others,15500
Audi A3,Sedans,Red,105149,85,Manual,Others,15500
Audi A3,Sedans,Black,67000,85,Manual,Sport,15500
Audi A3,Sedans,White,80500,85,Manual,Others,15500
Audi A3,Compact,White,80015,85,Manual,Others,15500
Audi A3,Sedans,Grey,92000,85,Manual,Others,15500
Audi A3,Sedans,Silver,43000,85,Manual,Others,15333
Audi A3,Sedans,White,50700,85,Manual,Others,15490
Audi A3,Sedans,Black,92067,85,Manual,Others,15320
Audi A3,Sedans,Silver,82033,85,Manual,Sport,15376
Audi A3,Sedans,Black,120000,85,Manual,Others,15499
Audi A3,Sedans,White,53852,85,Manual,Others,15490
Audi A3,Sedans,Black,53994,85,Manual,Others,15490
Audi A3,Sedans,Black,46928,85,Manual,Others,15490
Audi A3,Sedans,White,88000,85,Manual,Others,15490
Audi A3,Sedans,Black,80800,85,Manual,Sport,15480
Audi A3,Sedans,Black,79548,85,Manual,Sport,15480
Audi A3,Sedans,Silver,53262,85,Manual,Others,15310
Audi A3,Other,White,108000,85,Manual,Others,15300
Audi A3,Sedans,Black,44182,85,Manual,Others,15260
Audi A3,Sedans,Black,81236,85,Manual,Others,15250
Audi A3,Sedans,White,76592,85,Manual,Others,15145
Audi A3,Sedans,White,69994,85,Manual,Others,15115
Audi A3,Sedans,Black,88717,85,Manual,Others,15105
Audi A3,Sedans,Grey,77536,85,Manual,Others,15105
Audi A3,Sedans,White,72929,85,Manual,Others,15105
Audi A3,Sedans,White,73382,85,Manual,Others,15105
Audi A3,Sedans,White,109000,85,Manual,Others,15100
Audi A3,Sedans,Grey,57100,85,Manual,Others,15475
Audi A3,Sedans,Black,89564,85,Manual,Others,15065
Audi A3,Sedans,White,144450,85,Manual,Sport,15460
Audi A3,Sedans,Black,61050,85,Manual,Sport,15470
Audi A3,Sedans,Black,77500,85,Manual,Others,15450
Audi A3,Sedans,Black,77500,85,Manual,Others,15450
Audi A3,Compact,Black,116460,85,Manual,Others,15450
Audi A3,Compact,Grey,200814,85,Manual,Sport,15445
Audi A3,Sedans,Black,83916,85,Manual,Sport,15430
Audi A3,Sedans,Black,111800,85,Manual,Sport,15430
Audi A3,Sedans,Silver,59675,85,Manual,Others,15400
Audi A3,Sedans,Black,150000,85,Manual,Sport,15400
Audi A3,Sedans,Black,124197,85,Manual,Others,15380
Audi A3,Sedans,Silver,37100,85,Manual,Converter,15390
Audi A3,Station wagon,Black,76900,85,Manual,Others,15380
Audi A3,Sedans,White,88000,85,Manual,Others,14990
Audi A3,Sedans,White,105700,85,Manual,Others,14990
Audi A3,Station wagon,White,105700,85,Manual,Others,14990
Audi A3,Sedans,White,79900,85,Manual,Sport,14990
Audi A3,Sedans,Blue,35000,85,Manual,Sport,14990
Audi A3,Sedans,White,87000,85,Manual,Others,14990
Audi A3,Sedans,Black,95235,85,Manual,Converter,14990
Audi A3,Compact,Grey,63058,85,Manual,Converter,14990
Audi A3,Sedans,Black,97834,85,Manual,Sport,14980
Audi A3,Sedans,White,65886,85,Manual,Others,14980
Audi A3,Sedans,Black,47400,85,Manual,Others,14990
Audi A3,Sedans,Black,69692,85,Manual,Sport,15380
Audi A3,Sedans,Silver,102124,85,Manual,Others,14980
Audi A3,Sedans,Black,95671,85,Manual,Others,15030
Audi A3,Sedans,Red,99233,85,Manual,Others,15030
Audi A3,Sedans,Red,92757,85,Manual,Others,15025
Audi A3,Sedans,Blue,88346,85,Manual,Others,15060
Audi A3,Sedans,Red,79930,85,Manual,Others,15025
Audi A3,Sedans,Red,83273,85,Manual,Others,15050
Audi A3,Sedans,Black,92062,85,Manual,Others,15030
Audi A3,Sedans,White,79403,85,Manual,Others,15020
Audi A3,Sedans,Black,160000,85,Manual,Others,15000
Audi A3,Sedans,White,75000,85,Manual,Others,15000
Audi A3,Sedans,Blue,83454,85,Manual,Others,15020
Audi A3,Sedans,Black,35000,85,Manual,Sport,15000
Audi A3,Sedans,Silver,174000,85,Manual,Others,15000
Audi A3,Sedans,White,50000,85,Manual,Sport,15000
Audi A3,Sedans,Black,96638,85,Manual,Others,15020
Audi A3,Sedans,White,70000,85,Manual,Others,15000
Audi A3,Compact,Black,101000,85,Manual,Others,15000
Audi A3,Sedans,Blue,43000,85,Manual,Others,15000
Audi A3,Sedans,Black,75000,85,Manual,Others,15000
Audi A3,Sedans,Brown,30000,85,Manual,Sport,13990
Audi A3,Sedans,Black,119000,85,Manual,Converter,13990
Audi A3,Compact,Black,101280,85,Manual,Others,13990
Audi A3,Sedans,Grey,149000,85,Manual,Sport,13950
Audi A3,Sedans,White,115694,85,Manual,Others,13980
Audi A3,Sedans,Black,72300,85,Manual,Converter,13950
Audi A3,Sedans,White,138717,85,Manual,Others,13900
Audi A3,Station wagon,Blue,68550,85,Manual,Others,13900
Audi A3,Station wagon,Blue,142000,85,Manual,Sport,13950
Audi A3,Sedans,White,109500,85,Manual,Sport,13900
Audi A3,Sedans,Black,158000,85,Manual,Others,13900
Audi A3,Station wagon,Black,127435,85,Manual,Sport,13900
Audi A3,Sedans,Brown,67500,85,Manual,Others,13900
Audi A3,Station wagon,Black,99000,85,Manual,Others,13900
Audi A3,Sedans,Black,75357,85,Manual,Converter,13850
Audi A3,Sedans,Black,62900,85,Manual,Converter,13800
Audi A3,Compact,White,149170,85,Manual,Others,13790
Audi A3,Sedans,Black,141939,85,Manual,Others,13780
Audi A3,Sedans,Black,97200,85,Manual,Converter,13780
Audi A3,Compact,Black,93268,85,Manual,Sport,14888
Audi A3,Sedans,Black,45450,85,Manual,Others,13890
Audi A3,Sedans,Black,68415,85,Manual,Sport,14880
Audi A3,Sedans,Grey,165650,85,Manual,Others,14880
Audi A3,Sedans,Grey,165650,85,Manual,Others,14880
Audi A3,Sedans,White,48000,85,Manual,Others,14850
Audi A3,Sedans,Blue,117000,85,Manual,Others,14850
Audi A3,Sedans,Grey,32200,85,Manual,Others,14844
Audi A3,Sedans,Silver,74590,85,Manual,Others,14840
Audi A3,Sedans,White,80727,85,Manual,Others,14850
Audi A3,Sedans,Grey,103000,85,Manual,Sport,14800
Audi A3,Sedans,Black,95990,85,Manual,Others,14840
Audi A3,Sedans,White,97386,85,Manual,Others,14800
Audi A3,Sedans,Black,89294,85,Manual,Others,14800
Audi A3,Sedans,Grey,39800,85,Manual,Others,14700
Audi A3,Sedans,White,179150,85,Manual,Sport,14780
Audi A3,Sedans,Grey,135887,85,Manual,Others,14750
Audi A3,Sedans,White,99700,85,Manual,Others,14700
Audi A3,Station wagon,Black,100500,85,Manual,Others,14590
Audi A3,Sedans,Grey,93200,85,Manual,Others,14500
Audi A3,Compact,Black,82712,85,Manual,Sport,14530
Audi A3,Sedans,Red,89410,85,Manual,Sport,14500
Audi A3,Compact,White,78000,85,Manual,Others,14500
Audi A3,Sedans,White,92400,85,Manual,Others,14490
Audi A3,Station wagon,Black,110747,85,Manual,Others,14550
Audi A3,Sedans,Black,114000,85,Manual,Others,14499
Audi A3,Sedans,Red,109040,85,Manual,Converter,14480
Audi A3,Sedans,Black,113200,85,Manual,Others,14400
Audi A3,Sedans,Black,43721,85,Manual,Others,14470
Audi A3,Sedans,Black,86100,85,Manual,Others,14440
Audi A3,Station wagon,Black,86100,85,Manual,Others,14440
Audi A3,Sedans,Silver,151800,85,Manual,Others,14300
Audi A3,Sedans,Black,82430,85,Manual,Converter,14180
Audi A3,Sedans,Grey,130000,85,Manual,Others,14000
Audi A3,Sedans,Black,98097,85,Manual,Converter,14950
Audi A3,Compact,Blue,127896,85,Manual,Sport,14950
Audi A3,Sedans,Black,65700,85,Manual,Others,14290
Audi A3,Sedans,Black,65900,85,Manual,Others,14250
Audi A3,Sedans,Black,6500,85,Manual,Sport,14250
Audi A3,Sedans,White,95000,85,Manual,Sport,14950
Audi A3,Compact,White,66000,85,Manual,Others,14900
Audi A3,Sedans,Black,152000,85,Manual,Others,14900
Audi A3,Sedans,Red,131290,85,Manual,Sport,14900
Audi A3,Sedans,Red,72692,85,Manual,Sport,14940
Audi A3,Sedans,Black,68450,85,Manual,Converter,14920
Audi A3,Compact,Blue,41400,85,Manual,Sport,14900
Audi A3,Sedans,White,93259,85,Manual,Others,13690
Audi A3,Sedans,Blue,112750,85,Manual,Sport,14890
Audi A3,Sedans,Black,71168,85,Manual,Others,14890
Audi A3,Sedans,Black,54399,85,Manual,Others,14890
Audi A3,Sedans,Black,128429,85,Manual,Others,14890
Audi A3,Sedans,Black,53411,85,Manual,Others,14890
Audi A3,Station wagon,White,73769,85,Manual,Others,13690
Audi A3,Sedans,Black,128429,85,Manual,Others,14890
Audi A3,Compact,Grey,100619,85,Manual,Converter,13650
Audi A3,Station wagon,White,87305,85,Manual,Others,13590
Audi A3,Compact,Black,109571,85,Manual,Others,13500
Audi A3,Compact,Black,109571,85,Manual,Others,13500
Audi A3,Compact,Red,110396,85,Manual,Others,13500
Audi A3,Sedans,White,154910,85,Manual,Others,13680
Audi A3,Compact,Black,109571,85,Manual,Others,13500
Audi A3,Compact,Black,109571,85,Manual,Others,13500
Audi A3,Compact,Blue,100832,85,Manual,Others,13500
Audi A3,Compact,Red,110396,85,Manual,Others,13500
Audi A3,Compact,Red,110396,85,Manual,Others,13500
Audi A3,Sedans,White,160000,85,Manual,Others,13500
Audi A3,Compact,Blue,100832,85,Manual,Others,13500
Audi A3,Compact,Blue,100832,85,Manual,Others,13500
Audi A3,Compact,Blue,100832,85,Manual,Others,13500
Audi A3,Compact,Blue,100832,85,Manual,Others,13500
Audi A3,Compact,Black,109571,85,Manual,Others,13500
Audi A3,Station wagon,Grey,103000,85,Manual,Others,12900
Audi A3,Sedans,Black,138653,85,Manual,Others,12900
Audi A3,Sedans,Blue,124800,85,Manual,Sport,12900
Audi A3,Station wagon,White,146900,85,Manual,Others,12890
Audi A3,Sedans,Black,123561,85,Manual,Others,12880
Audi A3,Sedans,Blue,110000,85,Manual,Others,12500
Audi A3,Sedans,Black,165081,85,Manual,Others,12480
Audi A3,Sedans,Grey,183000,85,Manual,Sport,11999
Audi A3,Station wagon,Silver,209000,85,Manual,Others,11790
Audi A3,Station wagon,Silver,204000,85,Manual,Others,11790
Audi A3,Station wagon,Black,193000,85,Manual,Others,11990
Audi A3,Sedans,Silver,67000,85,Manual,Others,11990
Audi A3,Sedans,Grey,156000,85,Manual,Others,11990
Audi A3,Sedans,Black,122189,85,Manual,Others,10950
Audi A3,Station wagon,Orange,5558,85,Manual,Others,5555
Audi A3,Sedans,Black,64500,85,Automatic,Converter,18790
Audi A3,Sedans,Grey,76500,85,Automatic,Others,18790
Audi A3,Sedans,White,31432,85,Manual,Others,10550
Audi A3,Sedans,Black,29110,85,Automatic,Others,18790
Audi A3,Sedans,Silver,48000,85,Automatic,Others,18790
Audi A3,Sedans,Grey,48835,85,Automatic,Others,18780
Audi A3,Station wagon,Black,91100,85,Automatic,Sport,18780
Audi A3,Sedans,Brown,26100,85,Automatic,Sport,18750
Audi A3,Station wagon,White,57962,85,Automatic,Others,18750
Audi A3,Sedans,White,58962,85,Automatic,Others,18750
Audi A3,Sedans,White,29800,85,Automatic,Others,18750
Audi A3,Sedans,Black,135936,85,Automatic,Others,18750
Audi A3,Sedans,Black,102234,85,Automatic,Converter,18720
Audi A3,Sedans,Black,31000,85,Automatic,Sport,18700
Audi A3,Sedans,Black,40700,85,Automatic,Sport,18700
Audi A3,Sedans,Grey,79000,85,Automatic,Others,18700
Audi A3,Sedans,Black,40700,85,Automatic,Sport,18700
Audi A3,Sedans,Grey,41350,85,Automatic,Converter,18640
Audi A3,Sedans,Black,80000,85,Automatic,Sport,18500
Audi A3,Sedans,Blue,71028,85,Manual,Others,13480
Audi A3,Compact,Red,110396,85,Manual,Others,13500
Audi A3,Station wagon,Black,69400,85,Manual,Others,13479
Audi A3,Compact,Black,104355,85,Manual,Converter,13450
Audi A3,Compact,Black,88191,85,Manual,Others,13444
Audi A3,Compact,Red,82100,85,Manual,Others,13400
Audi A3,Sedans,White,152818,85,Manual,Others,13399
Audi A3,Sedans,Grey,136819,85,Manual,Sport,13280
Audi A3,Station wagon,Black,79988,85,Manual,Others,13250
Audi A3,Sedans,Black,69800,85,Manual,Sport,13000
Audi A3,Sedans,Black,92233,85,Manual,Others,12980
Audi A3,Sedans,Brown,70000,85,Manual,Sport,13250
Audi A3,Station wagon,Blue,116000,85,Manual,Sport,13100
Audi A3,Compact,Brown,72265,85,Manual,Others,13100
Audi A3,Sedans,Black,136552,85,Manual,Others,12990
Audi A3,Sedans,Black,92146,85,Manual,Others,12960
Audi A3,Sedans,Red,149999,85,Manual,Sport,12950
Audi A3,Compact,Black,109571,85,Manual,Others,13500
Audi A3,Sedans,Red,144000,85,Manual,Sport,12950
Audi A3,Compact,Red,110396,85,Manual,Others,13500
Audi A3,Compact,Black,109571,85,Manual,Others,13500
