make_model,body_type,Body Color,km,hp,Gearing Type,Extras,price
Audi A1,Compact,White,17922,85,Manual,Sport,15990
Audi A1,Sedans,Black,26600,85,Manual,Sport,15990
Audi A1,Sedans,Black,9999,85,Manual,Others,16360
Audi A1,Sedans,Red,22212,85,Manual,Sport,16321
Audi A1,Sedans,Red,24909,85,Manual,Sport,16321
Audi A1,Sedans,Silver,7756,85,Manual,Sport,16300
Audi A1,Sedans,White,25800,85,Manual,Others,16300
Audi A1,Compact,Black,4100,85,Manual,Converter,16370
Audi A1,Sedans,Grey,16147,85,Manual,Others,16300
Audi A1,Sedans,Red,17442,85,Manual,Others,16300
Audi A1,Station wagon,Black,26292,85,Manual,Sport,16290
Audi A1,Sedans,Black,26738,85,Manual,Sport,16290
Audi A1,Sedans,Red,10600,85,Manual,Sport,16280
Audi A1,Sedans,Black,26077,85,Manual,Sport,16261
Audi A1,Sedans,Red,27634,85,Manual,Sport,16261
Audi A1,Sedans,White,26126,85,Manual,Sport,16261
Audi A1,Compact,White,12411,85,Manual,Converter,16270
Audi A1,Sedans,Grey,25862,85,Manual,Sport,16261
Audi A1,Sedans,Blue,23926,85,Manual,Sport,16261
Audi A1,Sedans,Black,26977,85,Manual,Sport,16261
Audi A1,Compact,Black,24296,85,Manual,Sport,16261
Audi A1,Compact,White,9883,85,Manual,Others,16250
Audi A1,Sedans,White,26180,85,Manual,Sport,16240
Audi A1,Sedans,Red,6400,85,Manual,Sport,16210
Audi A1,Sedans,Grey,18000,85,Manual,Sport,16200
Audi A1,Sedans,White,22000,85,Manual,Others,16200
Audi A1,Sedans,Blue,12736,85,Manual,Others,16200
Audi A1,Sedans,Blue,14936,85,Manual,Others,16200
Audi A1,Sedans,Blue,15577,85,Manual,Others,16200
Audi A1,Sedans,Red,16622,85,Manual,Others,16200
Audi A1,Sedans,Red,13800,85,Manual,Sport,16140
Audi A1,Sedans,Black,18805,85,Manual,Sport,16135
Audi A1,Sedans,Black,19724,85,Manual,Sport,16135
Audi A1,Compact,Silver,20700,85,Automatic,Others,23500
Audi A1,Compact,Silver,20700,85,Automatic,Others,23500
Audi A1,Sedans,Grey,3525,85,Automatic,Others,23500
Audi A1,Sedans,Blue,80,85,Automatic,Converter,23500
Audi A1,Sedans,Red,6398,85,Automatic,Others,23500
Audi A1,Sedans,Blue,80,85,Automatic,Converter,23500
Audi A1,Compact,Silver,14338,85,Automatic,Converter,23450
Audi A1,Compact,Blue,6100,85,Automatic,Converter,23467
Audi A1,Compact,Blue,6100,85,Automatic,Converter,23467
Audi A1,Compact,Black,9175,85,Automatic,Converter,23450
Audi A1,Sedans,Blue,10500,85,Automatic,Others,23440
Audi A1,Sedans,Blue,1,85,Automatic,Others,23400
Audi A1,Sedans,Black,10,85,Automatic,Others,23300
Audi A1,Sedans,Black,11000,85,Automatic,Others,22950
Audi A1,Sedans,Blue,900,85,Automatic,Others,23300
Audi A1,Compact,Grey,18900,85,Automatic,Others,22940
Audi A1,Sedans,Black,6740,85,Automatic,Sport,22930
Audi A1,Sedans,Black,6740,85,Automatic,Sport,22930
Audi A1,Sedans,Black,9999,85,Automatic,Others,23880
Audi A1,Compact,Black,3500,85,Automatic,Others,22900
Audi A1,Sedans,Red,5050,85,Automatic,Sport,22900
Audi A1,Sedans,Grey,4560,85,Automatic,Sport,22900
Audi A1,Sedans,Silver,9999,85,Automatic,Others,23880
Audi A1,Compact,Grey,7232,85,Automatic,Sport,23829
Audi A1,Sedans,Grey,7952,85,Automatic,Others,23880
Audi A1,Compact,Grey,9000,85,Automatic,Others,23777
Audi A1,Sedans,White,5891,85,Automatic,Sport,23750
Audi A1,Sedans,Grey,5911,85,Automatic,Sport,23750
Audi A1,Compact,Grey,10700,85,Automatic,Sport,23700
Audi A1,Compact,White,10,85,Automatic,Others,23700
Audi A1,Compact,White,10,85,Automatic,Others,23700
Audi A1,Compact,Grey,13550,85,Automatic,Others,22900
Audi A1,Sedans,Red,2598,85,Automatic,Others,22900
Audi A1,Sedans,Black,9000,85,Automatic,Others,23690
Audi A1,Compact,Red,4847,85,Automatic,Others,23650
Audi A1,Compact,White,1177,85,Automatic,Sport,23630
Audi A1,Sedans,Red,20,85,Automatic,Converter,22900
Audi A1,Sedans,White,3109,85,Automatic,Sport,22830
Audi A1,Sedans,Grey,9600,85,Automatic,Converter,22880
Audi A1,Compact,Black,10876,85,Automatic,Sport,22800
Audi A1,Compact,Yellow,20000,85,Automatic,Others,22800
Audi A1,Compact,White,1050,85,Automatic,Others,22840
Audi A1,Sedans,White,3109,85,Automatic,Sport,22830
Audi A1,Compact,Black,24435,85,Automatic,Others,22450
Audi A1,Sedans,Blue,4560,85,Automatic,Sport,22440
Audi A1,Compact,Silver,4200,85,Automatic,Converter,22440
Audi A1,Compact,Grey,13705,85,Automatic,Others,22400
Audi A1,Compact,Grey,26663,85,Automatic,Sport,22400
Audi A1,Compact,Grey,31468,85,Automatic,Others,22400
Audi A1,Compact,White,31407,85,Automatic,Others,22400
Audi A1,Compact,White,31642,85,Automatic,Sport,22400
Audi A1,Sedans,Black,5000,85,Automatic,Others,22300
Audi A1,Compact,White,16270,85,Automatic,Others,22399
Audi A1,Compact,Grey,6078,85,Automatic,Sport,22390
Audi A1,Sedans,Red,4794,85,Automatic,Sport,22330
Audi A1,Sedans,Blue,20,85,Automatic,Converter,22200
Audi A1,Sedans,Black,13894,85,Automatic,Sport,22247
Audi A1,Sedans,White,6600,85,Automatic,Sport,22000
Audi A1,Sedans,Green,80,85,Automatic,Converter,23200
Audi A1,Sedans,Grey,27000,85,Automatic,Sport,22000
Audi A1,Sedans,Black,80,85,Automatic,Converter,23200
Audi A1,Sedans,White,80,85,Automatic,Converter,23200
Audi A1,Sedans,White,80,85,Automatic,Converter,23200
Audi A1,Sedans,Silver,15000,85,Automatic,Sport,23000
Audi A1,Sedans,Black,80,85,Automatic,Converter,23200
Audi A1,Sedans,Green,80,85,Automatic,Converter,23200
Audi A1,Sedans,Black,16000,85,Automatic,Sport,23000
Audi A1,Compact,Black,10000,85,Automatic,Converter,21990
Audi A1,Sedans,Black,3792,85,Automatic,Others,22990
Audi A1,Compact,Black,15980,85,Automatic,Converter,21980
Audi A1,Compact,Black,1060,85,Automatic,Sport,22990
Audi A1,Sedans,White,4860,85,Automatic,Sport,21980
Audi A1,Sedans,Green,4900,85,Automatic,Others,22990
Audi A1,Compact,Blue,8913,85,Automatic,Sport,21950
Audi A1,Compact,Black,11800,85,Automatic,Sport,21950
Audi A1,Compact,Red,7500,85,Automatic,Sport,21949
Audi A1,Compact,Red,7500,85,Automatic,Sport,21949
Audi A1,Sedans,White,9998,85,Automatic,Converter,21940
Audi A1,Sedans,Green,512,85,Automatic,Others,21900
Audi A1,Sedans,Black,13417,85,Automatic,Sport,21900
Audi A1,Compact,Silver,973,85,Automatic,Converter,21900
Audi A1,Sedans,Black,6600,85,Automatic,Sport,21890
Audi A1,Sedans,Blue,8098,85,Automatic,Sport,21900
Audi A1,Sedans,Grey,17000,85,Automatic,Sport,21900
Audi A1,Sedans,Silver,28,85,Automatic,Sport,21900
Audi A1,Sedans,Silver,28,85,Automatic,Sport,21900
Audi A1,Sedans,Beige,7856,85,Automatic,Sport,21888
Audi A1,Compact,Black,16556,85,Automatic,Others,21790
Audi A1,Compact,Grey,7400,85,Automatic,Others,21880
Audi A1,Compact,Black,23050,85,Automatic,Others,21790
Audi A1,Sedans,White,5000,85,Automatic,Others,21790
Audi A1,Compact,Beige,6163,85,Automatic,Converter,21780
Audi A1,Compact,Blue,6900,85,Automatic,Sport,21790
Audi A1,Compact,Black,21298,85,Automatic,Others,21790
Audi A1,Sedans,White,6700,85,Automatic,Sport,21770
Audi A1,Compact,White,6700,85,Automatic,Sport,21770
Audi A1,Sedans,Grey,2060,85,Automatic,Sport,21700
Audi A1,Compact,Silver,5903,85,Automatic,Sport,21690
Audi A1,Sedans,Red,15251,85,Automatic,Sport,21670
Audi A1,Sedans,Red,11432,85,Automatic,Sport,21660
Audi A1,Compact,Black,31275,85,Automatic,Others,21590
Audi A1,Sedans,Red,15184,85,Automatic,Sport,22789
Audi A1,Compact,Grey,3827,85,Automatic,Sport,22750
Audi A1,Compact,Black,20520,85,Automatic,Sport,22690
Audi A1,Sedans,Silver,6892,85,Automatic,Sport,22690
Audi A1,Sedans,Red,8208,85,Automatic,Converter,22731
Audi A1,Compact,Black,7400,85,Automatic,Converter,22730
Audi A1,Sedans,Silver,9544,85,Automatic,Converter,22683
Audi A1,Sedans,White,5880,85,Automatic,Converter,22595
Audi A1,Sedans,White,8500,85,Automatic,Converter,22570
Audi A1,Sedans,Red,6461,85,Automatic,Converter,22568
Audi A1,Sedans,Black,17300,85,Automatic,Sport,22560
Audi A1,Sedans,Grey,15000,85,Automatic,Sport,22500
Audi A1,Compact,Black,19200,85,Automatic,Others,22500
Audi A1,Compact,White,0,85,Automatic,Sport,22490
Audi A1,Sedans,Grey,5021,85,Automatic,Sport,22480
Audi A1,Sedans,Black,9530,85,Automatic,Sport,22480
Audi A1,Compact,Grey,10340,85,Automatic,Sport,22450
Audi A1,Sedans,White,16310,85,Manual,Others,16480
Audi A1,Sedans,Black,6030,85,Manual,Sport,16485
Audi A1,Sedans,Red,18100,85,Manual,Others,16480
Audi A1,Sedans,White,11836,85,Manual,Sport,16490
Audi A1,Compact,Red,5731,85,Manual,Sport,16490
Audi A1,Station wagon,Black,4150,85,Manual,Sport,16480
Audi A1,Compact,White,29443,85,Manual,Others,16499
Audi A1,Sedans,Black,14200,85,Manual,Sport,16490
Audi A1,Sedans,Black,9000,85,Manual,Others,16490
Audi A1,Sedans,Black,24000,85,Manual,Others,16480
Audi A1,Sedans,White,6786,85,Manual,Sport,16480
Audi A1,Sedans,White,16998,85,Manual,Sport,16480
Audi A1,Sedans,White,22940,85,Manual,Sport,16480
Audi A1,Sedans,Silver,9500,85,Manual,Others,16500
Audi A1,Sedans,Grey,9000,85,Manual,Others,16500
Audi A1,Sedans,Red,24696,85,Manual,Others,16500
Audi A1,Sedans,Blue,11186,85,Manual,Others,16500
Audi A1,Sedans,Silver,11300,85,Manual,Others,16500
Audi A1,Sedans,Black,24780,85,Manual,Sport,16650
Audi A1,Sedans,Blue,5500,85,Manual,Others,16950
Audi A1,Sedans,Grey,23130,85,Manual,Sport,16950
Audi A1,Sedans,Red,24990,85,Manual,Sport,16950
Audi A1,Sedans,Black,20690,85,Manual,Sport,16950
Audi A1,Sedans,Black,10237,85,Manual,Others,16950
Audi A1,Compact,White,22900,85,Manual,Sport,16950
Audi A1,Compact,Red,8270,85,Manual,Sport,16950
Audi A1,Compact,Black,10000,85,Manual,Converter,16980
Audi A1,Sedans,Grey,6153,85,Manual,Sport,16985
Audi A1,Sedans,White,5000,85,Manual,Others,16980
Audi A1,Sedans,Silver,15052,85,Manual,Converter,16980
Audi A1,Compact,Grey,11205,85,Manual,Others,16980
Audi A1,Compact,Black,10000,85,Manual,Converter,16980
Audi A1,Compact,Grey,25444,85,Manual,Sport,16980
Audi A1,Compact,Black,25427,85,Manual,Sport,16980
Audi A1,Compact,Black,26550,85,Manual,Others,16980
Audi A1,Compact,Black,26888,85,Manual,Sport,16980
Audi A1,Compact,White,25743,85,Manual,Converter,16980
Audi A1,Compact,Black,2650,85,Manual,Converter,16978
Audi A1,Compact,Blue,23499,85,Manual,Converter,16960
Audi A1,Compact,Grey,7000,85,Manual,Converter,16950
Audi A1,Compact,White,9500,85,Manual,Converter,16960
Audi A1,Sedans,Blue,25687,85,Manual,Sport,16949
Audi A1,Compact,Blue,19900,85,Manual,Others,16950
Audi A1,Sedans,Black,20690,85,Manual,Sport,16950
Audi A1,Sedans,Black,23053,85,Manual,Sport,16949
Audi A1,Sedans,Grey,26340,85,Manual,Sport,16650
Audi A1,Sedans,Blue,22900,85,Manual,Sport,16649
Audi A1,Compact,Black,25900,85,Manual,Sport,16649
Audi A1,Sedans,Black,26100,85,Manual,Sport,16649
Audi A1,Sedans,Blue,10306,85,Manual,Others,16600
Audi A1,Compact,Blue,3963,85,Manual,Converter,16594
Audi A1,Compact,Black,6677,85,Manual,Converter,16630
Audi A1,Compact,White,6617,85,Manual,Converter,16559
Audi A1,Other,White,5300,85,Manual,Sport,16590
Audi A1,Sedans,Blue,19000,85,Manual,Sport,16900
Audi A1,Sedans,Grey,15600,85,Manual,Sport,16900
Audi A1,Sedans,Black,20082,85,Manual,Others,16900
Audi A1,Sedans,Grey,10457,85,Manual,Others,16900
Audi A1,Sedans,Red,9921,85,Manual,Others,16900
Audi A1,Compact,Blue,28456,85,Manual,Others,16900
Audi A1,Sedans,White,18600,85,Manual,Others,16900
Audi A1,Compact,Silver,18524,85,Manual,Others,16900
Audi A1,Compact,Grey,27595,85,Manual,Others,16900
Audi A1,Sedans,Silver,9600,85,Manual,Others,16900
Audi A1,Sedans,Black,10000,85,Manual,Sport,16900
Audi A1,Compact,Black,17406,85,Manual,Sport,16920
Audi A1,Sedans,Black,22601,85,Manual,Sport,16949
Audi A1,Sedans,White,26133,85,Manual,Sport,16949
Audi A1,Compact,Red,6436,85,Manual,Converter,16940
Audi A1,Compact,Black,27297,85,Manual,Sport,16940
Audi A1,Sedans,Grey,4290,85,Manual,Sport,16940
Audi A1,Compact,White,26261,85,Manual,Sport,16940
Audi A1,Compact,White,27550,85,Manual,Sport,16920
Audi A1,Sedans,Red,26900,85,Manual,Sport,16920
Audi A1,Sedans,Grey,9088,85,Manual,Others,16500
Audi A1,Compact,White,18000,85,Manual,Others,16500
Audi A1,Sedans,White,21619,85,Manual,Others,16900
Audi A1,Sedans,White,20951,85,Manual,Others,16900
Audi A1,Sedans,White,21619,85,Manual,Others,16900
Audi A1,Sedans,Black,27600,85,Manual,Sport,16920
Audi A1,Sedans,Black,14864,85,Manual,Converter,16900
Audi A1,Sedans,Black,19000,85,Manual,Sport,16900
Audi A1,Other,Black,18950,85,Manual,Others,16900
Audi A1,Sedans,Silver,25100,85,Manual,Others,16900
Audi A1,Sedans,White,20951,85,Manual,Others,16900
Audi A1,Compact,White,17565,85,Manual,Others,16800
Audi A1,Sedans,Black,22191,85,Manual,Sport,16790
Audi A1,Sedans,White,21900,85,Manual,Sport,16788
Audi A1,Sedans,Red,26172,85,Manual,Others,16760
Audi A1,Sedans,White,22995,85,Manual,Sport,16750
Audi A1,Sedans,Silver,19805,85,Manual,Others,16750
Audi A1,Sedans,Blue,30150,85,Manual,Others,16900
Audi A1,Compact,White,19000,85,Manual,Others,16900
Audi A1,Sedans,White,20490,85,Manual,Others,16900
Audi A1,Sedans,Black,19800,85,Manual,Others,16900
Audi A1,Sedans,White,10318,85,Manual,Others,16900
Audi A1,Sedans,Blue,6383,85,Manual,Converter,16889
Audi A1,Sedans,Black,27200,85,Manual,Others,16880
Audi A1,Sedans,Blue,8200,85,Manual,Sport,16880
Audi A1,Station wagon,White,12000,85,Manual,Sport,16880
Audi A1,Sedans,Black,6870,85,Manual,Others,16880
Audi A1,Sedans,Black,3898,85,Manual,Converter,16881
Audi A1,Sedans,White,9274,85,Manual,Others,16850
Audi A1,Sedans,Blue,13457,85,Manual,Others,16700
Audi A1,Sedans,Red,10101,85,Manual,Converter,16850
Audi A1,Station wagon,Blue,18000,85,Manual,Others,16500
Audi A1,Other,White,26980,85,Manual,Others,16900
Audi A1,Sedans,Silver,20049,85,Manual,Others,16750
Audi A1,Sedans,Blue,10975,85,Manual,Others,16700
Audi A1,Compact,Blue,15925,85,Manual,Others,16690
Audi A1,Compact,Grey,12900,85,Manual,Sport,16690
Audi A1,Compact,Black,20900,85,Manual,Sport,16690
Audi A1,Compact,Black,25711,85,Manual,Sport,16689
Audi A1,Compact,Grey,8650,85,Manual,Sport,16680
Audi A1,Compact,Red,26600,85,Manual,Sport,16680
Audi A1,Sedans,Black,6800,85,Manual,Converter,16680
Audi A1,Compact,Black,26123,85,Manual,Sport,16680
Audi A1,Sedans,Grey,6000,85,Manual,Converter,16670
Audi A1,Compact,Blue,9220,85,Manual,Converter,16899
Audi A1,Sedans,Blue,22261,85,Manual,Sport,16895
Audi A1,Sedans,Blue,26271,85,Manual,Sport,16890
Audi A1,Sedans,Black,10000,85,Manual,Others,16890
Audi A1,Sedans,White,7931,85,Manual,Others,16900
Audi A1,Sedans,Grey,7800,85,Manual,Others,16899
Audi A1,Sedans,Black,26275,85,Manual,Sport,16890
Audi A1,Sedans,Blue,7819,85,Manual,Sport,16890
Audi A1,Sedans,Red,47000,85,Manual,Sport,16890
Audi A1,Compact,Black,22650,85,Manual,Converter,16890
Audi A1,Compact,Black,27300,85,Manual,Sport,16880
Audi A1,Compact,White,23950,85,Manual,Converter,16890
Audi A1,Compact,Grey,21800,85,Manual,Converter,16890
Audi A1,Sedans,Blue,3300,85,Manual,Converter,16890
Audi A1,Sedans,White,26618,85,Manual,Sport,16880
Audi A1,Compact,White,15000,85,Manual,Others,16879
Audi A1,Sedans,Black,7200,85,Manual,Sport,16876
Audi A1,Sedans,Black,19081,85,Manual,Sport,16871
Audi A1,Sedans,Black,19809,85,Manual,Sport,16871
Audi A1,Sedans,White,15008,85,Manual,Sport,16871
Audi A1,Sedans,Black,16298,85,Manual,Sport,16871
Audi A1,Sedans,Black,26600,85,Manual,Sport,16870
Audi A1,Compact,Red,21108,85,Manual,Sport,16869
Audi A1,Sedans,Blue,13900,85,Manual,Sport,16860
Audi A1,Sedans,Grey,8682,85,Manual,Sport,16856
Audi A1,Sedans,Red,17685,85,Manual,Others,16850
Audi A1,Sedans,Grey,11569,85,Manual,Others,16850
Audi A1,Compact,Blue,26819,85,Manual,Others,16845
Audi A1,Compact,Black,26936,85,Manual,Others,16845
Audi A1,Compact,Blue,3110,85,Manual,Others,16840
Audi A1,Sedans,Blue,24950,85,Manual,Sport,16820
Audi A1,Sedans,Red,5382,85,Manual,Sport,16814
Audi A1,Sedans,White,6900,85,Manual,Sport,16810
Audi A1,Sedans,White,16900,85,Manual,Others,16800
Audi A1,Sedans,Black,12000,85,Manual,Others,16800
Audi A1,Sedans,Black,14500,85,Manual,Sport,16800
Audi A1,Sedans,Black,16700,85,Manual,Sport,16800
Audi A1,Sedans,White,11300,85,Manual,Others,16800
Audi A1,Compact,White,21196,85,Manual,Others,16800
Audi A1,Compact,Grey,14364,85,Manual,Others,16800
Audi A1,Sedans,White,9916,85,Manual,Converter,16889
Audi A1,Compact,Blue,19492,85,Manual,Others,16850
Audi A1,Compact,White,15346,85,Manual,Others,16800
Audi A1,Sedans,White,22200,85,Manual,Others,16500
Audi A1,Sedans,Blue,29566,85,Manual,Others,16500
Audi A1,Compact,Black,9522,85,Manual,Others,16490
Audi A1,Compact,White,15870,85,Manual,Others,16490
Audi A1,Compact,Black,15853,85,Manual,Others,16500
Audi A1,Compact,Black,23524,85,Manual,Sport,16445
Audi A1,Sedans,Blue,1,85,Automatic,Converter,23900
Audi A1,Sedans,Blue,300,85,Automatic,Others,23900
Audi A1,Compact,Blue,14999,85,Automatic,Sport,23900
Audi A1,Sedans,Grey,10,85,Automatic,Others,23900
Audi A1,Compact,Blue,14999,85,Automatic,Others,23900
Audi A1,Sedans,Grey,3500,85,Automatic,Others,23950
Audi A1,Sedans,White,100,85,Automatic,Others,23950
Audi A1,Compact,Red,0,85,Automatic,Others,24990
Audi A1,Sedans,Grey,18000,85,Automatic,Converter,24970
Audi A1,Sedans,Black,2998,85,Automatic,Converter,26680
Audi A1,Sedans,Black,11,85,Automatic,Others,26500
Audi A1,Sedans,Blue,15,85,Automatic,Others,26500
Audi A1,Sedans,White,10,85,Automatic,Others,26500
Audi A1,Compact,Red,2998,85,Automatic,Converter,27380
Audi A1,Compact,Grey,0,85,Automatic,Converter,27380
Audi A1,Sedans,White,900,85,Automatic,Others,27200
Audi A1,Sedans,White,10,85,Automatic,Sport,27650
Audi A1,Sedans,Grey,20,85,Automatic,Converter,27650
Audi A1,Sedans,Black,10,85,Automatic,Sport,27650
Audi A1,Sedans,White,50,85,Automatic,Sport,28500
Audi A1,Compact,Yellow,6999,85,Automatic,Sport,28280
Audi A1,Compact,Green,11,85,Automatic,Converter,28240
Audi A1,Sedans,Black,10,85,Automatic,Others,28800
Audi A1,Compact,Grey,5000,85,Automatic,Others,28750
Audi A1,Sedans,Black,0,85,Automatic,Others,28710
Audi A1,Sedans,Grey,3000,85,Automatic,Sport,28690
Audi A1,Sedans,Grey,10,85,Automatic,Others,28600
Audi A1,Compact,Red,0,85,Automatic,Others,28690
Audi A1,Sedans,Black,0,85,Automatic,Others,28650
Audi A1,Sedans,Grey,0,85,Automatic,Others,28600
Audi A1,Compact,Red,4000,85,Automatic,Sport,28600
Audi A1,Compact,Black,10,85,Automatic,Sport,28560
Audi A1,Sedans,Yellow,3500,85,Automatic,Converter,28500
Audi A1,Compact,Yellow,0,85,Automatic,Converter,28190
Audi A1,Compact,White,11,85,Automatic,Converter,28515
Audi A1,Compact,Red,11,85,Automatic,Converter,28515
Audi A1,Sedans,White,0,85,Automatic,Others,28500
Audi A1,Sedans,White,0,85,Automatic,Others,28150
Audi A1,Sedans,White,0,85,Automatic,Others,28150
Audi A1,Compact,Red,0,85,Automatic,Converter,27980
Audi A1,Sedans,Black,8000,85,Automatic,Converter,27995
Audi A1,Compact,White,0,85,Automatic,Others,27990
Audi A1,Compact,Grey,3006,85,Automatic,Sport,27990
Audi A1,Compact,Red,50,85,Automatic,Sport,27980
Audi A1,Sedans,White,9000,85,Automatic,Sport,27980
Audi A1,Compact,Yellow,0,85,Automatic,Converter,27980
Audi A1,Compact,Yellow,0,85,Automatic,Converter,27980
Audi A1,Compact,Yellow,0,85,Automatic,Converter,27980
Audi A1,Compact,Yellow,0,85,Automatic,Converter,27980
Audi A1,Compact,Black,0,85,Automatic,Converter,27980
Audi A1,Compact,Grey,0,85,Automatic,Others,27980
Audi A1,Compact,Black,5555,85,Automatic,Sport,28490
Audi A1,Sedans,Grey,5000,85,Automatic,Sport,28490
Audi A1,Compact,Yellow,0,85,Automatic,Sport,28480
Audi A1,Sedans,Black,100,85,Automatic,Sport,28475
Audi A1,Compact,White,5000,85,Automatic,Others,28460
Audi A1,Sedans,Yellow,0,85,Automatic,Sport,28427
Audi A1,Compact,Green,1000,85,Automatic,Others,28400
Audi A1,Compact,Green,1000,85,Automatic,Others,28400
Audi A1,Compact,Green,1000,85,Automatic,Others,28400
Audi A1,Sedans,Grey,10,85,Automatic,Others,28400
Audi A1,Sedans,Black,10,85,Automatic,Others,28400
Audi A1,Compact,Green,4000,85,Automatic,Converter,27878
Audi A1,Sedans,Blue,1120,85,Automatic,Others,27845
Audi A1,Sedans,Yellow,2835,85,Automatic,Others,27800
Audi A1,Sedans,White,10,85,Automatic,Others,27800
Audi A1,Sedans,Grey,0,85,Automatic,Sport,27800
Audi A1,Sedans,White,0,85,Automatic,Others,27796
Audi A1,Compact,Black,0,85,Automatic,Converter,27780
Audi A1,Compact,Grey,0,85,Automatic,Converter,27780
Audi A1,Compact,Grey,0,85,Automatic,Converter,27780
Audi A1,Sedans,Yellow,4999,85,Automatic,Converter,27500
Audi A1,Sedans,Grey,3011,85,Automatic,Converter,27490
Audi A1,Compact,Blue,10,85,Automatic,Others,27400
Audi A1,Compact,Blue,10,85,Automatic,Others,27400
Audi A1,Compact,White,2998,85,Automatic,Converter,27380
Audi A1,Compact,Black,0,85,Automatic,Converter,27380
Audi A1,Compact,Grey,0,85,Automatic,Converter,27380
Audi A1,Compact,Grey,0,85,Automatic,Converter,27380
Audi A1,Compact,Black,0,85,Automatic,Converter,27380
Audi A1,Compact,White,2998,85,Automatic,Converter,27380
Audi A1,Compact,White,2998,85,Automatic,Converter,27380
Audi A1,Sedans,Red,9900,85,Automatic,Converter,27370
Audi A1,Sedans,Blue,9900,85,Automatic,Converter,27370
Audi A1,Sedans,Grey,10,85,Automatic,Converter,27300
Audi A1,Sedans,Silver,100,85,Automatic,Others,27200
Audi A1,Compact,Red,0,85,Automatic,Converter,27980
Audi A1,Compact,Green,0,85,Automatic,Sport,28390
Audi A1,Sedans,White,100,85,Automatic,Others,27200
Audi A1,Sedans,White,100,85,Automatic,Sport,27200
Audi A1,Sedans,Blue,100,85,Automatic,Others,27200
Audi A1,Compact,White,0,85,Automatic,Sport,27040
Audi A1,Sedans,Blue,100,85,Automatic,Others,27200
Audi A1,Sedans,Black,9000,85,Automatic,Others,26990
Audi A1,Compact,Black,0,85,Automatic,Others,26990
Audi A1,Sedans,Red,900,85,Automatic,Others,27000
Audi A1,Compact,White,0,85,Automatic,Sport,26980
Audi A1,Compact,Grey,0,85,Automatic,Sport,26980
Audi A1,Compact,White,0,85,Automatic,Sport,26980
Audi A1,Sedans,White,1,85,Automatic,Others,27000
Audi A1,Sedans,Grey,5000,85,Automatic,Sport,26930
Audi A1,Compact,Grey,0,85,Automatic,Converter,27380
Audi A1,Compact,Black,1000,85,Automatic,Others,26990
Audi A1,Sedans,White,0,85,Automatic,Others,26990
Audi A1,Sedans,Blue,0,85,Automatic,Others,26990
Audi A1,Compact,White,10,85,Automatic,Others,26990
Audi A1,Compact,Black,2998,85,Automatic,Converter,26980
Audi A1,Compact,White,0,85,Automatic,Sport,26980
Audi A1,Sedans,Grey,20,85,Automatic,Others,26990
Audi A1,Compact,Grey,0,85,Automatic,Sport,26980
Audi A1,Compact,Blue,0,85,Automatic,Others,26980
Audi A1,Compact,White,2998,85,Automatic,Converter,26980
Audi A1,Compact,White,2998,85,Automatic,Converter,26980
Audi A1,Compact,White,0,85,Automatic,Others,26980
Audi A1,Compact,Black,2998,85,Automatic,Converter,26980
Audi A1,Compact,Black,2998,85,Automatic,Converter,26980
Audi A1,Compact,Grey,0,85,Automatic,Sport,26980
Audi A1,Sedans,Red,150,85,Automatic,Sport,26900
Audi A1,Compact,Black,3900,85,Automatic,Converter,26900
Audi A1,Other,Grey,2000,85,Automatic,Converter,26900
Audi A1,Sedans,Red,10,85,Automatic,Others,26900
Audi A1,Sedans,White,12,85,Automatic,Sport,26890
Audi A1,Sedans,White,12,85,Automatic,Sport,26890
Audi A1,Sedans,White,12,85,Automatic,Sport,26890
Audi A1,Sedans,White,15,85,Automatic,Sport,26890
Audi A1,Sedans,Red,3000,85,Automatic,Sport,26850
Audi A1,Sedans,Black,5000,85,Automatic,Sport,26830
Audi A1,Sedans,Blue,5000,85,Automatic,Sport,26830
Audi A1,Compact,White,0,85,Automatic,Others,26890
Audi A1,Sedans,Red,7500,85,Automatic,Sport,26740
Audi A1,Sedans,Blue,5000,85,Automatic,Others,26500
Audi A1,Compact,White,6900,85,Automatic,Others,26494
Audi A1,Compact,Black,50,85,Automatic,Sport,26450
Audi A1,Sedans,Grey,10,85,Automatic,Sport,26500
Audi A1,Compact,White,15,85,Automatic,Others,26450
Audi A1,Compact,Yellow,0,85,Automatic,Others,26490
Audi A1,Sedans,Black,0,85,Automatic,Others,26450
Audi A1,Sedans,Grey,10,85,Automatic,Sport,26300
Audi A1,Sedans,Blue,15,85,Automatic,Sport,26300
Audi A1,Sedans,White,30,85,Automatic,Others,26400
Audi A1,Sedans,Red,3134,85,Automatic,Others,25490
Audi A1,Compact,White,10,85,Automatic,Others,26300
Audi A1,Sedans,Red,1,85,Automatic,Others,26200
Audi A1,Sedans,White,11,85,Automatic,Converter,26100
Audi A1,Sedans,White,50,85,Automatic,Others,26200
Audi A1,Sedans,Green,11,85,Automatic,Others,26100
Audi A1,Other,Grey,10,85,Automatic,Others,25900
Audi A1,Sedans,White,50,85,Automatic,Others,26200
Audi A1,Compact,Red,3050,85,Automatic,Sport,26130
Audi A1,Compact,Black,0,85,Automatic,Others,25880
Audi A1,Sedans,White,300,85,Automatic,Others,24700
Audi A1,Compact,White,0,85,Automatic,Sport,26980
Audi A1,Sedans,White,10,85,Automatic,Others,26700
